1,10,100000,288000,5,3,4,5,10,20,30,30
2,10,100000,0,4,2,3,5,0,0,0,0
3,10,300000,0,4,2,3,5,0,0,0,0
4,10,450000,288000,3,2,4,1,13,23,33,20
1,9,100000,288000,5,3,3,5,10,20,30,15
2,9,100000,0,4,2,4,4,0,0,0,0
3,9,250000,0,4,2,3,3,0,0,0,0
4,9,250000,288000,1,3,1,3,13,23,33,15
1,8,50000,288000,4,4,2,4,10,20,30,20
2,8,250000,0,4,4,2,3,0,0,0,0
3,8,100000,0,2,2,4,4,0,0,0,0
4,8,200000,288000,1,4,1,2,14,24,34,15
1,7,50000,216000,4,5,2,3,10,20,30,5
2,7,250000,0,4,5,1,3,0,0,0,0
3,7,100000,0,3,3,2,2,0,0,0,0
4,7,200000,216000,2,4,3,3,14,24,34,5
1,6,300000,216000,3,4,3,3,10,20,30,20
2,6,200000,0,1,4,3,3,0,0,0,0
3,6,150000,0,3,1,3,1,0,0,0,0
4,6,300000,216000,2,4,2,3,15,25,35,10
1,5,2500000,216000,2,3,4,2,14,24,34,15
2,5,600000,0,3,3,4,3,0,0,0,0
3,5,1000000,0,3,1,2,2,0,0,0,0
4,5,800000,216000,3,4,2,3,15,25,35,5
1,4,1000000,216000,1,5,2,3,19,29,39,30
2,4,50000,0,5,5,2,4,0,0,0,0
3,4,100000,0,5,3,2,4,0,0,0,0
4,4,250000,216000,3,4,3,3,18,28,38,5
1,3,700000,144000,3,5,2,2,25,35,45,45
2,3,40000,0,5,2,5,5,0,0,0,0
3,3,400000,0,5,2,4,2,0,0,0,0
4,3,800000,144000,1,4,3,1,22,32,42,15
1,2,200000,144000,1,4,2,1,27,37,47,65
2,2,300000,0,2,3,2,1,0,0,0,0
3,2,800000,0,2,2,4,1,0,0,0,0
4,2,800000,144000,2,2,4,1,31,41,51,5
1,1,15000,72000,1,3,3,2,21,31,41,100
2,1,35000,72000,1,3,4,2,22,32,42,100
3,1,1100000,72000,3,2,5,1,31,41,51,15
4,1,1100000,1,3,2,5,1,38,48,58,5
